DEG MITF-X6 vs EV-SkMEL28,,,,,,,,,,,,,
target_id,ens_gene,ext_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,LogFC
ENST00000349155,ENSG00000135111,TBX3,1.21E-34,9.44E-32,1.74580178,0.142207952,6.285296738,0.887583449,0.013010376,0.006562363,0.027435827,0.027435827,2.518657876
ENST00000378482,ENSG00000156298,TSPAN7,6.50E-11,6.65E-09,1.7474443,0.267528417,5.440297234,0.963221365,0.096802069,0.009102329,0.046340839,0.046340839,2.521027531
ENST00000253778,ENSG00000131459,GFPT2,8.80E-40,9.31E-37,1.75120934,0.132669864,6.4306834,0.906383403,0.003739086,0.031463499,0.025892398,0.031463499,2.526459331
ENST00000456331,ENSG00000158528,PPP1R9A,1.27E-05,0.000468705,1.753616838,0.401662463,5.665606807,0.932429422,0.28382396,-0.221046972,0.038841508,0.038841508,2.529932614
ENST00000378549,ENSG00000136156,ITM2B,4.61E-39,4.59E-36,1.754720406,0.134210149,6.606555388,0.910605111,0.002567928,0.0334568,0.02434305,0.0334568,2.531524725
ENST00000380871,ENSG00000167034,NKX3-1,5.95E-09,4.35E-07,1.755138215,0.301664655,4.407584385,0.917788881,0.024042327,0.019874649,0.157960801,0.157960801,2.532127495
ENST00000367572,ENSG00000118495,PLAGL1,0.001538433,0.030133617,1.755411825,0.55422371,4.703993778,0.934839186,0.506469057,-0.442980232,0.107858785,0.107858785,2.532522231
ENST00000456754,ENSG00000102265,TIMP1,0.000190997,0.005121967,1.76216044,0.4723485,3.747519835,0.928312466,0.092611537,-0.044650132,0.353614674,0.353614674,2.542258418
ENST00000468573,ENSG00000133019,CHRM3,0.000169868,0.004621233,1.762731891,0.468803281,3.70474397,1.051273666,0.064879165,0.125865539,0.374673867,0.374673867,2.543082846
ENST00000612439,ENSG00000163618,CADPS,2.78E-33,1.94E-30,1.765286043,0.146859913,6.719550175,0.922954669,0.019649143,0.018386367,0.023486526,0.023486526,2.546767706
ENST00000409852,ENSG00000163273,NPPC,1.04E-08,7.34E-07,1.76829123,0.308917383,4.410677079,1.041539156,0.033511605,0.139332785,0.157348294,0.157348294,2.551103273
ENST00000400337,ENSG00000182871,COL18A1,1.84E-15,3.29E-13,1.777711196,0.22357083,5.260149233,0.988617312,0.014908938,0.085058894,0.054841799,0.085058894,2.564693401
ENST00000556752,ENSG00000186469,GNG2,7.84E-62,2.21E-58,1.780020035,0.107275732,7.188661056,0.912746695,0.001939857,0.006774178,0.021076308,0.021076308,2.56802435
ENST00000296585,ENSG00000164171,ITGA2,1.81E-24,7.34E-22,1.781087529,0.174464856,7.285203191,0.958543058,0.00157258,0.059303393,0.020790763,0.059303393,2.569564417
ENST00000355610,ENSG00000133131,MORC4,7.30E-37,6.18E-34,1.781728912,0.140476281,6.313132165,0.940845551,0.007326316,0.032140855,0.027118243,0.032140855,2.570489737
ENST00000602367,ENSG00000216775,AL109918.1,9.64E-36,7.86E-33,1.78246704,0.142829637,5.824100849,0.912439594,0.005901438,-0.000451494,0.034899173,0.034899173,2.57155463
ENST00000392401,ENSG00000079931,MOXD1,0.000338313,0.00828507,1.786933581,0.498580086,3.626117035,0.974109835,0.080571001,-0.008486735,0.416593205,0.416593205,2.577998481
ENST00000524570,ENSG00000179950,PUF60,2.45E-07,1.32E-05,1.790993736,0.346981392,4.294009295,1.03846606,0.059020309,0.083303907,0.181771863,0.181771863,2.583856043
ENST00000377482,ENSG00000116285,ERRFI1,4.94E-15,8.63E-13,1.798551203,0.229747829,7.697453734,1.014711663,0.000917801,0.104650329,0.020310835,0.104650329,2.594759156
ENST00000354624,ENSG00000156510,HKDC1,1.47E-07,8.18E-06,1.800147035,0.342459035,4.217445351,0.957402988,0.035313358,0.001480346,0.199243024,0.199243024,2.597061453
ENST00000400335,ENSG00000183762,KREMEN1,6.03E-23,2.14E-20,1.818586095,0.184385596,7.478070324,1.003212478,0.001225074,0.066771023,0.020419124,0.066771023,2.623663376
ENST00000377842,ENSG00000097021,ACOT7,3.63E-05,0.001189857,1.820543474,0.440840073,4.263489286,1.131695056,0.200077907,0.015440145,0.188602033,0.188602033,2.626487274
ENST00000435676,ENSG00000188859,FAM78B,3.02E-11,3.27E-09,1.823350788,0.274361526,4.635118745,0.968268114,0.032570875,-0.011127441,0.117977619,0.117977619,2.63053737
ENST00000370748,ENSG00000151917,BEND6,4.23E-07,2.17E-05,1.827937862,0.36136771,4.102504422,0.99508127,0.033680763,0.013461776,0.227492481,0.227492481,2.637155114
ENST00000341744,ENSG00000124225,PMEPA1,3.06E-10,2.78E-08,1.831549286,0.29090865,5.601085387,1.103525669,0.057167594,0.112088091,0.040733619,0.112088091,2.642365294
ENST00000221930,ENSG00000105329,TGFB1,2.55E-13,3.69E-11,1.831965442,0.250403003,5.482926689,1.066373533,0.01049981,0.114903518,0.044717268,0.114903518,2.642965681
ENST00000579855,ENSG00000072210,ALDH3A2,5.53E-13,7.70E-11,1.836208347,0.254618352,6.806574086,1.07446975,0.064232818,0.065428192,0.022902635,0.065428192,2.649086894
ENST00000377868,ENSG00000125864,BFSP1,3.72E-10,3.34E-08,1.840869828,0.293816207,4.448806108,1.057118323,0.022701779,0.081002356,0.149954147,0.149954147,2.655811986
ENST00000471978,ENSG00000148120,C9orf3,0.000128272,0.003598056,1.841361394,0.480804322,3.92715604,1.175051644,0.183187747,0.057501909,0.279157844,0.279157844,2.656521165
ENST00000218388,ENSG00000102265,TIMP1,1.16E-25,4.95E-23,1.84639507,0.176308926,8.464359251,1.027338223,0.000991779,0.061177895,0.022666403,0.061177895,2.66378322
ENST00000396556,ENSG00000144645,OSBPL10,1.90E-07,1.04E-05,1.847552797,0.354702917,4.249608545,1.079649729,0.059860647,0.061913592,0.191767672,0.191767672,2.665453465
ENST00000474560,ENSG00000163618,CADPS,3.37E-11,3.63E-09,1.849590779,0.278993173,4.553117258,1.04649154,0.024465366,0.056112746,0.131209015,0.131209015,2.66839365
ENST00000275521,ENSG00000146674,IGFBP3,5.83E-14,9.14E-12,1.850851803,0.246392678,5.827302666,1.082831002,0.083411379,0.038007324,0.034828662,0.038007324,2.670212921
ENST00000264741,ENSG00000144668,ITGA9,1.84E-19,4.93E-17,1.855875068,0.20569754,5.742525678,1.056611754,0.008472687,0.076150269,0.03681245,0.076150269,2.677459957
ENST00000395512,ENSG00000241404,EGFL8,0.001340959,0.02687197,1.856253849,0.578801154,3.709179494,1.136355505,0.297589678,-0.12040104,0.372431873,0.372431873,2.678006422
ENST00000433364,ENSG00000240389,EGFL8,0.001340959,0.02687197,1.856253849,0.578801154,3.709179494,1.136355505,0.297589678,-0.12040104,0.372431873,0.372431873,2.678006422
ENST00000413733,ENSG00000239974,EGFL8,0.001340959,0.02687197,1.856253849,0.578801154,3.709179494,1.136355505,0.297589678,-0.12040104,0.372431873,0.372431873,2.678006422
ENST00000339556,ENSG00000189171,S100A13,1.69E-16,3.37E-14,1.857371325,0.225341045,6.774572783,1.072714216,0.010561815,0.090995358,0.02310962,0.090995358,2.679618597
ENST00000508812,ENSG00000155893,PXYLP1,2.95E-19,7.66E-17,1.85849062,0.207179474,5.223572748,1.060436398,0.02373531,0.062111359,0.056997524,0.062111359,2.681233398
ENST00000490035,ENSG00000185565,LSAMP,2.27E-18,5.53E-16,1.85882811,0.212608333,6.024407678,1.064701646,0.005874957,0.084529649,0.031061597,0.084529649,2.681720292
ENST00000286234,ENSG00000155792,DEPTOR,0.000135089,0.003772083,1.864169023,0.48838711,3.933692963,1.202858138,0.200168676,0.044790437,0.276875263,0.276875263,2.689425595
ENST00000299502,ENSG00000197632,SERPINB2,8.07E-05,0.002397838,1.86464737,0.472997091,4.710375924,1.376933516,0.024355519,0.423096978,0.106966017,0.423096978,2.690115704
ENST00000395601,ENSG00000172164,SNTB1,2.57E-37,2.29E-34,1.869420704,0.14644937,7.5032154,1.035262365,0.001543707,0.041351129,0.020389836,0.041351129,2.697002165
ENST00000545203,ENSG00000185483,ROR1,1.14E-23,4.20E-21,1.875574808,0.18701311,5.581851684,1.024309633,0.028613549,-0.006179264,0.041334258,0.041334258,2.705880654
ENST00000383102,ENSG00000230708,HLA-DPB1,1.85E-07,1.02E-05,1.8823452,0.361057759,5.257277286,1.235828482,0.016539808,0.244185603,0.055005408,0.244185603,2.715648259
ENST00000615189,ENSG00000100003,SEC14L2,3.42E-34,2.58E-31,1.882867649,0.154433128,5.910566047,1.036402244,0.014593157,0.012812601,0.033106026,0.033106026,2.716401992
ENST00000369630,ENSG00000184599,FAM19A3,7.37E-16,1.37E-13,1.8946305,0.234940917,5.977947027,1.120230896,0.018136585,0.092257885,0.031856066,0.092257885,2.733372187
ENST00000395925,ENSG00000106571,GLI3,1.12E-45,1.61E-42,1.896591243,0.133692544,6.312835159,1.058371577,0.00374694,0.032000453,0.027121573,0.032000453,2.73620094
ENST00000355722,ENSG00000144481,TRPM8,1.43E-05,0.000520745,1.900155903,0.43788708,4.524632568,1.186634727,0.247377004,-0.066500643,0.136113186,0.136113186,2.741343655
ENST00000397145,ENSG00000123243,ITIH5,2.21E-37,2.03E-34,1.901816323,0.148850895,6.004229156,1.066550779,0.01291295,0.025761183,0.031400228,0.031400228,2.743739133
ENST00000257435,ENSG00000134986,NREP,4.65E-27,2.23E-24,1.908023481,0.177121013,6.191189962,1.093938492,0.007895808,0.054847898,0.028598906,0.054847898,2.752694162
ENST00000312655,ENSG00000175155,YPEL2,1.30E-22,4.45E-20,1.917522279,0.195957082,5.385351078,1.116367645,0.010551966,0.06624639,0.048599172,0.06624639,2.766398022
ENST00000476410,ENSG00000158887,MPZ,2.48E-09,1.91E-07,1.91994107,0.321988875,4.380847715,1.183581349,0.044017984,0.108102354,0.163335688,0.163335688,2.769887597
ENST00000320172,ENSG00000112773,FAM46A,0.001051179,0.02186072,1.934794686,0.590514104,7.204788363,1.233643695,0.676389922,-0.484949104,0.021023892,0.021023892,2.791316821
ENST00000229913,ENSG00000164627,KIF6,7.77E-05,0.002323068,1.941800813,0.49141215,3.747995449,1.164871167,0.12958418,-0.027431284,0.353387623,0.353387623,2.801424519
ENST00000503771,ENSG00000249992,TMEM158,1.05E-23,3.91E-21,1.945175596,0.193806027,6.117016357,1.145449358,0.004552697,0.070568855,0.029624631,0.070568855,2.806293298
ENST00000473778,ENSG00000148120,C9orf3,2.74E-12,3.50E-10,1.949415185,0.278861382,4.537244061,1.091209247,0.021605238,-0.015267638,0.133922102,0.133922102,2.812409728
ENST00000476417,ENSG00000123243,ITIH5,1.39E-10,1.35E-08,1.955202162,0.304674511,4.443659555,1.135904821,0.034717917,0.016232542,0.150935198,0.150935198,2.820758566
ENST00000505502,ENSG00000155893,PXYLP1,1.55E-09,1.25E-07,1.975139876,0.327075763,4.325555276,1.271187536,0.039054611,0.143605004,0.174902499,0.174902499,2.849522588
ENST00000307637,ENSG00000171860,C3AR1,1.38E-19,3.72E-17,1.976803225,0.218345341,4.953765378,1.182904683,0.017107314,0.060364486,0.078242062,0.078242062,2.851922292
ENST00000239449,ENSG00000120327,PCDHB14,5.47E-06,0.000221944,1.97891956,0.435309032,3.885239744,1.227629302,0.084485622,0.042374356,0.294502285,0.294502285,2.854975515
ENST00000380520,ENSG00000124570,SERPINB6,8.30E-11,8.35E-09,1.98134362,0.305049861,4.702602462,1.281158584,0.038666223,0.147444611,0.108054408,0.147444611,2.858472692
ENST00000560894,ENSG00000137801,THBS1,6.07E-05,0.001871384,1.985836195,0.495220867,3.705873281,1.547145039,0.104488015,0.3859994,0.374101771,0.3859994,2.864954104
ENST00000392307,ENSG00000118495,PLAGL1,0.000255973,0.006555477,1.987903331,0.543706158,3.668804625,1.542994313,0.197903506,0.285003309,0.393329267,0.393329267,2.867936348
ENST00000265840,ENSG00000110675,ELMOD1,7.29E-05,0.002189822,1.988685941,0.501339744,3.836775759,1.186547272,0.188902245,-0.122887685,0.313780833,0.313780833,2.869065416
ENST00000263409,ENSG00000113594,LIFR,1.06E-19,2.88E-17,1.988960868,0.218973634,5.948518396,1.212474871,0.005932915,0.089965989,0.032387157,0.089965989,2.869462051
ENST00000617533,ENSG00000174938,SEZ6L2,0.000526712,0.012164143,1.991967418,0.574585463,5.567177068,1.529505116,0.618492457,-0.156714553,0.041804452,0.041804452,2.873799582
ENST00000373422,ENSG00000134686,PHC2,1.61E-08,1.10E-06,1.993425993,0.352886027,6.05481558,1.19250298,0.218487953,-0.151816872,0.030569144,0.030569144,2.875903859
ENST00000489103,ENSG00000127124,HIVEP3,0.000112999,0.003214922,1.99879535,0.517710351,5.033897493,1.253925913,0.465171074,-0.333985125,0.070876942,0.070876942,2.883650199
ENST00000620033,ENSG00000134121,CHL1,8.93E-12,1.04E-09,2.010292025,0.29464209,6.70169633,1.303473655,0.073809818,0.099818105,0.023614643,0.099818105,2.900236384
ENST00000582081,ENSG00000108854,SMURF2,2.75E-31,1.71E-28,2.019767389,0.173599714,6.336069139,1.217223277,0.006203678,0.054070043,0.026864864,0.054070043,2.913906436
ENST00000367922,ENSG00000162733,DDR2,8.03E-08,4.75E-06,2.024496521,0.377248345,4.045767021,1.286839373,0.042337581,0.092779633,0.242295046,0.242295046,2.920729127
ENST00000380289,ENSG00000126010,GRPR,0.000201575,0.005369502,2.032004604,0.546673678,3.440340209,1.250120313,0.067591911,0.014534218,0.530112308,0.530112308,2.931560993
ENST00000434693,ENSG00000144642,RBMS3,5.06E-09,3.73E-07,2.038917714,0.348810484,4.360139874,1.396342276,0.037018073,0.206319434,0.167596573,0.206319434,2.941534496
ENST00000521420,ENSG00000055163,CYFIP2,8.16E-06,0.000316523,2.03996466,0.45729895,3.927771915,1.331670871,0.139303135,0.027160944,0.278941525,0.278941525,2.943044919
ENST00000370754,NA,NA,3.46E-05,0.001141083,2.056224701,0.496579731,7.059412877,1.577036798,0.471616568,-0.041093644,0.02156629,0.02156629,2.966503183
ENST00000473202,ENSG00000135919,SERPINE2,1.17E-12,1.57E-10,2.056792956,0.289347696,6.242067058,1.352208514,0.005070755,0.162373423,0.027952257,0.162373423,2.967323001
ENST00000358356,ENSG00000159216,RUNX1,9.37E-05,0.002734164,2.067157809,0.529181435,4.532006927,1.272183435,0.425237818,-0.365404279,0.134828164,0.134828164,2.982276313
ENST00000543496,ENSG00000146242,TPBG,0.000222856,0.005844406,2.070237474,0.560798254,3.751309753,1.367766557,0.277179573,-0.110079656,0.351809791,0.351809791,2.986719328
ENST00000419007,ENSG00000012171,SEMA3B,0.000534936,0.012337233,2.072710712,0.598595423,3.883485562,1.663963623,0.421461704,0.087785957,0.295171256,0.295171256,2.990287454
ENST00000354323,ENSG00000196196,HRCT1,1.26E-13,1.90E-11,2.076166311,0.280152973,4.555941163,1.311545911,0.026239828,0.067074885,0.130731549,0.130731549,2.995272826
ENST00000260356,ENSG00000137801,THBS1,3.59E-06,0.000152482,2.08209328,0.449349071,9.796867816,1.584742844,0.000129451,0.403699725,0.042130131,0.403699725,3.00382363
ENST00000456150,ENSG00000114646,CSPG5,0.000207332,0.005490448,2.082166874,0.561244414,4.456352747,1.346561719,0.481465413,-0.355616372,0.148525172,0.148525172,3.003929804
ENST00000265361,ENSG00000075223,SEMA3C,1.50E-43,2.03E-40,2.093865958,0.151309106,7.248923572,1.291897521,0.00209214,0.043696751,0.020890149,0.043696751,3.020808002
ENST00000453779,ENSG00000112531,QKI,1.82E-09,1.45E-07,2.105496049,0.350166693,5.956476238,1.476803968,0.041558941,0.203674485,0.032241332,0.203674485,3.037586665
ENST00000343267,ENSG00000189058,APOD,3.64E-06,0.000154067,2.10769809,0.455136113,6.144313567,1.624367007,0.126510938,0.287786825,0.029235053,0.287786825,3.040763536
ENST00000304749,ENSG00000170373,CST1,4.37E-09,3.26E-07,2.137036765,0.36408859,5.645494286,1.532082612,0.009185336,0.255935666,0.039411716,0.255935666,3.083090269
ENST00000324695,ENSG00000144481,TRPM8,4.69E-33,3.21E-30,2.137151354,0.178437588,6.058959857,1.359558784,0.012375267,0.051304678,0.03050364,0.051304678,3.083255586
ENST00000335670,ENSG00000069667,RORA,7.87E-09,5.67E-07,2.139319757,0.37068198,4.06782804,1.384804297,0.038353075,0.051688931,0.236457186,0.236457186,3.086383928
ENST00000434127,ENSG00000187678,SPRY4,1.17E-12,1.57E-10,2.142107609,0.301350953,5.754917439,1.466714111,0.014008629,0.167616165,0.036506753,0.167616165,3.090405946
ENST00000249075,ENSG00000128342,LIF,5.61E-05,0.001746193,2.142289336,0.531787222,8.461599694,1.796054142,0.00040411,0.56519119,0.022649487,0.56519119,3.090668122
ENST00000513494,ENSG00000156219,ART3,0.000662486,0.014809801,2.149924957,0.63146698,3.526666356,1.491881244,0.32238548,-0.122583137,0.475115614,0.475115614,3.101683988
ENST00000199940,ENSG00000078018,MAP2,2.41E-12,3.11E-10,2.150338051,0.306831708,4.623379006,1.380046564,0.06849934,0.000237074,0.119792054,0.119792054,3.102279956
ENST00000371497,ENSG00000182463,TSHZ2,0.000508519,0.011804368,2.151513232,0.618921702,3.429811886,1.536291962,0.229092255,0.020245305,0.53703589,0.53703589,3.103975382
ENST00000302190,ENSG00000169439,SDC2,1.12E-29,6.38E-27,2.159506272,0.190873247,6.405760698,1.39487512,0.005188546,0.067676647,0.026137847,0.067676647,3.115506894
ENST00000258111,ENSG00000135643,KCNMB4,1.29E-08,8.93E-07,2.162488379,0.380205387,4.019594008,1.520964677,0.039502826,0.176170633,0.249609447,0.249609447,3.119809162
ENST00000511884,ENSG00000169851,PCDH7,2.51E-07,1.35E-05,2.164596044,0.419718022,4.228749707,1.607921698,0.155732925,0.158350378,0.196593512,0.196593512,3.122849878
ENST00000358171,ENSG00000149257,SERPINH1,6.41E-21,1.90E-18,2.16540466,0.230780206,8.218988329,1.431009818,0.001201439,0.105317567,0.021418572,0.105317567,3.124016464
ENST00000294964,ENSG00000162878,PKDCC,5.65E-07,2.83E-05,2.169143631,0.433582959,5.016649117,1.494267589,0.303606339,-0.128688849,0.072382024,0.072382024,3.129410654
ENST00000456210,ENSG00000012171,SEMA3B,1.85E-05,0.000655948,2.169468748,0.506661929,3.86685108,1.516043491,0.211790196,-0.011937672,0.301622425,0.301622425,3.129879698
ENST00000380320,ENSG00000138080,EMILIN1,0.000431504,0.01028457,2.172588113,0.61720797,3.433521688,1.616524077,0.227299733,0.085265321,0.534591624,0.534591624,3.134379988
ENST00000356819,ENSG00000157168,NRG1,6.21E-05,0.001905188,2.184945819,0.545580999,4.348273061,1.874268569,0.041612104,0.553705149,0.170076733,0.553705149,3.152208378
ENST00000312828,ENSG00000176641,RNF152,6.58E-25,2.75E-22,2.19350321,0.212824588,5.005761719,1.429646467,0.017234248,0.046867854,0.073354362,0.073354362,3.164554074
ENST00000344120,ENSG00000187678,SPRY4,1.65E-89,7.99E-86,2.196537707,0.10949863,8.593753523,1.380736472,0.000441321,0.002158597,0.023538579,0.023538579,3.168931926
ENST00000286614,ENSG00000156103,MMP16,9.13E-72,3.25E-68,2.197930504,0.122691746,7.815378371,1.406062311,0.000784356,0.029322173,0.02039029,0.029322173,3.170941306
ENST00000494014,ENSG00000044524,EPHA3,0.000656093,0.014702827,2.200301936,0.645761373,4.222754127,1.693512246,0.636019721,-0.274031637,0.197995781,0.197995781,3.174362556
ENST00000541916,ENSG00000102531,FNDC3A,6.89E-05,0.002083578,2.202173388,0.553315251,5.9404274,1.64162207,0.579778396,-0.281075191,0.032537138,0.032537138,3.177062489
ENST00000418919,ENSG00000135677,GNS,4.63E-16,8.86E-14,2.204447041,0.271455528,8.225727227,1.514775822,0.016386453,0.130989754,0.021446193,0.130989754,3.180342674
ENST00000377047,ENSG00000183098,GPC6,1.68E-42,2.07E-39,2.217265849,0.162277097,7.065097934,1.44979171,0.001992752,0.05067496,0.021542083,0.05067496,3.198836294
ENST00000400286,ENSG00000184564,SLITRK6,1.16E-07,6.57E-06,2.220544001,0.418968691,3.845630187,1.683763512,0.040934471,0.279851074,0.310135057,0.310135057,3.203565663
ENST00000513122,ENSG00000156219,ART3,8.91E-12,1.04E-09,2.224038004,0.325955982,4.620159297,1.520270339,0.092200306,0.032666743,0.120294298,0.120294298,3.20860644
ENST00000355520,ENSG00000079482,OPHN1,4.56E-35,3.63E-32,2.224212634,0.180021009,6.887633486,1.469019206,0.002150856,0.062664271,0.022417425,0.062664271,3.208858378
ENST00000344691,ENSG00000159216,RUNX1,8.88E-28,4.70E-25,2.258019526,0.206708019,6.518161568,1.530006117,0.004422213,0.081034197,0.025084785,0.081034197,3.257631381
ENST00000515673,ENSG00000170153,RNF150,4.69E-24,1.82E-21,2.260224191,0.223430663,5.266045564,1.545183131,0.01479948,0.085043042,0.054508876,0.085043042,3.260812038
ENST00000522911,ENSG00000169439,SDC2,2.14E-05,0.000749709,2.26152575,0.532214286,4.369783538,1.68267441,0.400902439,-0.1426152,0.165601654,0.165601654,3.262689789
ENST00000478966,ENSG00000135919,SERPINE2,6.21E-08,3.75E-06,2.262072576,0.417927434,5.460983591,1.761414965,0.04425812,0.30506856,0.045539671,0.30506856,3.263478692
ENST00000631057,ENSG00000147257,GPC3,0.000857572,0.018393655,2.267225561,0.680131361,3.579247143,1.820913428,0.481701775,-0.070740024,0.44345556,0.44345556,3.270912874
ENST00000368719,ENSG00000197956,S100A6,8.57E-19,2.15E-16,2.268665797,0.256278722,8.03496427,1.5831192,0.001058488,0.130299079,0.02080035,0.130299079,3.272990693
ENST00000413366,ENSG00000154229,PRKCA,1.36E-07,7.65E-06,2.276485522,0.431969937,3.865022923,1.656810379,0.070852763,0.134630569,0.30234329,0.30234329,3.284272165
ENST00000265138,ENSG00000113369,ARRDC3,1.08E-54,2.44E-51,2.28198533,0.14651825,5.826487544,1.519096826,0.008088614,0.028372002,0.034846581,0.034846581,3.292206704
ENST00000374694,ENSG00000177283,FZD8,1.38E-43,1.90E-40,2.301094607,0.166211668,5.484183357,1.54036989,0.010581633,0.021504442,0.044671004,0.044671004,3.319775545
ENST00000367963,ENSG00000079931,MOXD1,4.26E-42,5.06E-39,2.307197597,0.169703615,7.596489995,1.570273329,0.006206379,0.051392255,0.020319393,0.051392255,3.328580292
ENST00000518385,ENSG00000169439,SDC2,0.000478346,0.011223229,2.315169842,0.662878984,4.356385177,1.587538121,0.710438813,-0.64498147,0.168378281,0.168378281,3.340081803
ENST00000367511,ENSG00000135842,FAM129A,3.45E-48,5.56E-45,2.320905791,0.159119453,6.941726535,1.582433627,0.002158401,0.0484796,0.022123972,0.0484796,3.348357023
ENST00000442253,ENSG00000170915,PAQR8,1.03E-08,7.27E-07,2.323619343,0.405804252,5.968745458,1.824934114,0.011140638,0.318213545,0.032019731,0.318213545,3.352271848
ENST00000479350,ENSG00000127124,HIVEP3,0.000604081,0.013684896,2.329721327,0.679263543,3.562241632,1.672257518,0.469272231,-0.327505615,0.453525692,0.453525692,3.361075144
ENST00000433753,ENSG00000012171,SEMA3B,1.58E-17,3.54E-15,2.330149082,0.273449528,7.47759709,1.679497889,0.008757313,0.140791975,0.020419718,0.140791975,3.361692264
ENST00000533357,ENSG00000158887,MPZ,2.44E-14,3.92E-12,2.334649151,0.306172259,8.372050694,1.718010107,0.004067394,0.183415511,0.022137103,0.183415511,3.368184487
ENST00000524272,ENSG00000036565,SLC18A1,4.09E-06,0.000170873,2.3674759,0.513902868,3.569526864,1.747990151,0.079001123,0.092006673,0.449191192,0.449191192,3.415543443
ENST00000371655,ENSG00000169213,RAB3B,6.04E-15,1.04E-12,2.376769832,0.304594547,4.40759934,1.755207449,0.027597842,0.137132569,0.157957835,0.157957835,3.428951744
ENST00000613909,ENSG00000123243,ITIH5,8.82E-50,1.61E-46,2.379899888,0.160434651,6.732495648,1.662388326,0.006951335,0.044527219,0.023395427,0.044527219,3.433467457
ENST00000550413,ENSG00000139211,AMIGO2,5.21E-07,2.63E-05,2.382203776,0.474689068,4.178336019,1.691305034,0.242067893,-0.160510298,0.208591531,0.208591531,3.436791263
ENST00000258405,ENSG00000135919,SERPINE2,1.26E-87,5.35E-84,2.389442051,0.120416939,8.733896262,1.656124215,0.00363345,0.025367028,0.024667938,0.025367028,3.447233879
ENST00000394536,ENSG00000156453,PCDH1,1.63E-10,1.56E-08,2.395378957,0.374719059,5.683804403,1.721755627,0.242488538,-0.146387089,0.038340209,0.038340209,3.455799018
ENST00000231173,ENSG00000113248,PCDHB15,9.62E-14,1.47E-11,2.397614558,0.322001558,4.309135156,1.727617058,0.028916217,0.070451827,0.17845379,0.17845379,3.459024306
ENST00000407327,ENSG00000129353,SLC44A2,6.52E-07,3.22E-05,2.40192839,0.482799146,5.042133865,1.997401129,0.396016671,0.011197983,0.070173359,0.070173359,3.465247845
ENST00000616978,ENSG00000065923,SLC9A7,4.34E-59,1.13E-55,2.436444268,0.15031276,5.786313187,1.725935952,0.009430972,0.025407415,0.03575688,0.03575688,3.515043698
ENST00000322147,ENSG00000168056,LTBP3,0.001152492,0.023662423,2.438151825,0.750111873,5.124668984,1.719598283,1.061691015,-1.037021126,0.063644628,0.063644628,3.517507181
ENST00000272845,ENSG00000144406,UNC80,1.55E-30,9.45E-28,2.439161537,0.212358047,5.202872438,1.755043186,0.031903809,0.032476907,0.058288072,0.058288072,3.518963887
ENST00000336596,ENSG00000044524,EPHA3,1.79E-123,1.73E-119,2.444833169,0.103452441,7.698490735,1.72590697,0.001093702,0.020061356,0.020311113,0.020311113,3.527146316
ENST00000341420,ENSG00000125848,FLRT3,7.02E-26,3.03E-23,2.445885399,0.232507573,5.731118373,1.80191829,0.009150693,0.098968851,0.037098874,0.098968851,3.528664362
ENST00000380880,ENSG00000164946,FREM1,0.000130875,0.003666504,2.454358827,0.641694957,4.880472977,1.764874991,0.73770024,-0.686638501,0.085844597,0.085844597,3.540888926
ENST00000296861,ENSG00000146072,TNFRSF21,1.19E-103,6.21E-100,2.455190071,0.113566877,6.824189792,1.744230004,0.003002408,0.022613168,0.022792463,0.022792463,3.542088158
ENST00000280481,ENSG00000150893,FREM2,3.72E-50,7.19E-47,2.460688719,0.165236404,6.513633951,1.77680211,0.00297817,0.051627968,0.025124671,0.051627968,3.550021024
ENST00000616701,ENSG00000012171,SEMA3B,0.000140653,0.003909716,2.469173185,0.648584757,6.7821025,1.946052828,0.818264257,-0.580141363,0.023060118,0.023060118,3.562261513
ENST00000432738,ENSG00000135919,SERPINE2,0.000356009,0.008668259,2.469497886,0.691597697,3.834531245,2.21761764,0.64190096,-0.087486983,0.314713789,0.314713789,3.562729957
ENST00000380546,ENSG00000124570,SERPINB6,0.000173816,0.004713506,2.471785182,0.658385171,5.900369683,1.952578534,0.833636111,-0.592201818,0.033305957,0.033305957,3.566029826
ENST00000548411,ENSG00000151746,BICD1,1.89E-34,1.45E-31,2.472837985,0.202021092,5.48627516,1.817086522,0.014747186,0.066877857,0.044594193,0.066877857,3.567548698
ENST00000409304,ENSG00000135919,SERPINE2,4.26E-43,5.45E-40,2.474277167,0.179779029,10.41250767,1.783475865,0.000166148,0.039873195,0.064474851,0.064474851,3.569624998
ENST00000473330,ENSG00000075618,FSCN1,1.32E-05,0.000484453,2.511818209,0.576438863,3.737882884,1.876446438,0.306314505,-0.220203899,0.35824902,0.35824902,3.623785236
ENST00000367434,ENSG00000162630,B3GALT2,0.001041799,0.021718998,2.512937212,0.766375716,2.645797544,2.034120854,0.215102151,0.053087703,0.959561325,0.959561325,3.625399615
ENST00000276055,ENSG00000147119,CHST7,3.02E-05,0.00101433,2.514240955,0.602652525,3.363586097,1.875982828,0.144984071,-0.063473299,0.581396061,0.581396061,3.627280518
ENST00000370746,ENSG00000151917,BEND6,0.001179081,0.024142456,2.519499628,0.776690149,2.797154451,2.074023174,0.296745829,0.006988415,0.909749346,0.909749346,3.634867174
