DEG MITF-X6 vs EV-SkMEL28,,,,,,,,,,,,,
target_id,ens_gene,ext_gene,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,LogFC
ENST00000505802,ENSG00000272442,AL353588.1,1.60E-11,1.80E-09,-2.704101812,0.401290404,4.381609477,2.137340504,0.158887403,-0.102712351,0.163180575,0.163180575,-3.90119165
ENST00000348721,ENSG00000114737,CISH,0.001108993,0.022901269,-2.699743786,0.827810009,1.802474852,2.415582688,0.225227987,0.163412979,1.145310835,1.145310835,-3.894904352
ENST00000267460,ENSG00000139946,PELI2,3.07E-09,2.32E-07,-2.679009726,0.451934465,3.835003408,2.084591937,0.093972287,-0.054312731,0.314517235,0.314517235,-3.864991447
ENST00000589070,ENSG00000184640,Sep-09,0.000666279,0.01488968,-2.666626755,0.783589411,2.186331088,2.574414871,0.14838893,0.48479567,1.079635799,1.079635799,-3.847126608
ENST00000340356,ENSG00000203883,SOX18,0.000648163,0.014561734,-2.66422526,0.781156619,2.117240946,2.50223554,0.12433688,0.428905838,1.096074448,1.096074448,-3.843661985
ENST00000330055,ENSG00000184160,ADRA2C,0.000707698,0.01560923,-2.650999935,0.782795723,2.258075132,2.648831954,0.165646839,0.582056888,1.059891449,1.059891449,-3.824581887
ENST00000259526,ENSG00000136999,NOV,0.000721708,0.015851131,-2.647328048,0.78295592,2.085550258,2.674906471,0.123222359,0.661386591,1.102817586,1.102817586,-3.819284478
ENST00000582867,ENSG00000108932,SLC16A6,0.001419254,0.028157613,-2.631312002,0.824680055,1.310984695,2.314188584,0.206180284,0.185772114,1.154014102,1.154014102,-3.796178222
ENST00000397936,ENSG00000169302,STK32A,6.15E-06,0.000246047,-2.628872372,0.581444322,4.784198841,2.55412427,0.031571462,0.644583537,0.097177358,0.644583537,-3.792658582
ENST00000395864,ENSG00000101144,BMP7,1.19E-06,5.53E-05,-2.621810703,0.539803431,4.597138542,2.09278854,0.458831904,-0.308542395,0.123943583,0.123943583,-3.782470755
ENST00000271751,ENSG00000143473,KCNH1,3.46E-08,2.20E-06,-2.610360304,0.473185856,3.987435588,2.061191824,0.188582615,-0.055185792,0.259227093,0.259227093,-3.765951332
ENST00000409359,ENSG00000136002,ARHGEF4,0.000267952,0.006836414,-2.606785189,0.715273057,3.027159609,2.201289639,0.220765497,0.082296074,0.802465595,0.802465595,-3.760793536
ENST00000331238,ENSG00000185924,RTN4RL1,0.00120682,0.024628521,-2.599132345,0.802879523,1.277489215,2.202479978,0.137687805,0.180042521,1.15154325,1.15154325,-3.749752822
ENST00000377834,ENSG00000069812,HES2,0.00159668,0.031053182,-2.598734643,0.82329296,1.722705199,2.269189686,0.202459962,0.193787424,1.153162632,1.153162632,-3.74917906
ENST00000439138,ENSG00000006042,TMEM98,0.000580012,0.013223697,-2.594176141,0.753947202,4.061234514,1.956893546,0.898689368,-0.858896848,0.238183398,0.238183398,-3.742602537
ENST00000285879,ENSG00000155495,MAGEC1,0.001455467,0.028736579,-2.591655708,0.814110693,1.766373295,2.216995186,0.176531061,0.171070219,1.149021379,1.149021379,-3.738966323
ENST00000504194,ENSG00000159788,RGS12,6.10E-06,0.00024459,-2.585920024,0.571728487,4.204865395,2.076240651,0.451527474,-0.258240839,0.202219451,0.202219451,-3.730691485
ENST00000260526,ENSG00000137962,ARHGAP29,2.59E-18,6.27E-16,-2.580781128,0.295690465,4.730177831,2.05286524,0.063950211,0.110915492,0.104243646,0.110915492,-3.723277631
ENST00000587731,ENSG00000070540,WIPI1,1.31E-06,6.04E-05,-2.547758806,0.526576918,4.0637559,1.995583885,0.31704401,-0.152554456,0.23752249,0.23752249,-3.675636523
ENST00000441391,ENSG00000141540,TTYH2,2.23E-09,1.74E-07,-2.520846475,0.421523305,4.527469514,1.854977655,0.219746235,-0.173827954,0.135617558,0.135617558,-3.636810262
ENST00000463422,ENSG00000168874,ATOH8,3.84E-10,3.43E-08,-2.513087952,0.401420846,4.030810825,1.950292063,0.075858678,0.094278377,0.246418713,0.246418713,-3.625617087
ENST00000403796,ENSG00000134955,SLC37A2,0.000643629,0.014464673,-2.477667984,0.726050232,4.83296462,2.278161732,0.963057933,-0.351482125,0.091239947,0.091239947,-3.574516909
ENST00000356591,ENSG00000178878,APOLD1,6.45E-23,2.27E-20,-2.474474947,0.251058244,7.673048503,1.857487919,0.006531599,0.119528885,0.020306451,0.119528885,-3.569910334
ENST00000333039,ENSG00000221890,NPTXR,3.15E-09,2.38E-07,-2.460749889,0.415417177,3.99249896,1.770934763,0.087476535,-0.039815985,0.257666327,0.257666327,-3.550109274
ENST00000264605,ENSG00000115648,MLPH,3.60E-08,2.29E-06,-2.428773926,0.440823595,4.069275977,1.710745103,0.152571864,-0.123016839,0.236079019,0.236079019,-3.503977742
ENST00000332647,ENSG00000179083,FAM133A,0.000906176,0.019295567,-2.414405654,0.727637297,2.760422071,1.991711188,0.135823905,0.244720926,0.923088167,0.923088167,-3.483248721
ENST00000397968,ENSG00000081138,CDH7,0.000330393,0.008135239,-2.399599624,0.668370327,3.27433626,1.754696696,0.250960122,-0.123173428,0.642477665,0.642477665,-3.461888149
ENST00000379335,ENSG00000112137,PHACTR1,1.05E-33,7.66E-31,-2.393586481,0.19781106,5.253801372,1.685581617,0.02305373,0.033706076,0.055204701,0.055204701,-3.453213023
ENST00000494559,ENSG00000121440,PDZRN3,3.28E-07,1.72E-05,-2.384536468,0.466955061,3.893523199,1.866547984,0.144721562,0.137579697,0.291372495,0.291372495,-3.440156623
ENST00000628092,ENSG00000043462,LCP2,1.80E-05,0.000639396,-2.367631923,0.552133669,4.911681916,1.752160669,0.527200557,-0.351573417,0.082502621,0.082502621,-3.415768536
ENST00000463731,ENSG00000229698,HLA-F,2.49E-06,0.000109172,-2.366993818,0.502681374,3.805423628,1.689700013,0.178242568,-0.07447913,0.327134559,0.327134559,-3.414847946
ENST00000401478,ENSG00000157851,DPYSL5,8.87E-06,0.000341404,-2.360599707,0.531300141,3.986714173,1.654569917,0.305108794,-0.232254216,0.259450887,0.259450887,-3.405623199
ENST00000445189,ENSG00000099917,MED15,0.000348478,0.008506304,-2.356832446,0.659012287,3.510028044,1.72732341,0.383151048,-0.219493463,0.485443341,0.485443341,-3.400188196
ENST00000227451,ENSG00000110042,DTX4,9.11E-15,1.52E-12,-2.356017529,0.303961662,4.42667695,1.642959263,0.030575293,0.035937649,0.154210091,0.154210091,-3.399012519
ENST00000493808,NA,NA,1.25E-05,0.000463276,-2.340288382,0.535696708,3.481248183,1.798427375,0.070313056,0.20220231,0.50362887,0.50362887,-3.376320172
ENST00000315994,ENSG00000107957,SH3PXD2A,0.000139515,0.003884444,-2.339268622,0.61413814,5.147632524,2.013568348,0.69234044,-0.167236596,0.061990871,0.061990871,-3.37484897
ENST00000242728,ENSG00000123095,BHLHE41,2.25E-37,2.03E-34,-2.338689159,0.183062628,6.488691738,1.620153868,0.004978702,0.06204515,0.025347994,0.06204515,-3.374012983
ENST00000476243,ENSG00000166582,CENPV,9.62E-06,0.00036704,-2.309372143,0.521831786,3.900482713,1.737766501,0.255836711,-0.006175691,0.288780115,0.288780115,-3.331717497
ENST00000269346,ENSG00000141540,TTYH2,6.57E-58,1.65E-54,-2.301901032,0.143497664,6.345486941,1.537392963,0.014420234,0.012955436,0.026762926,0.026762926,-3.320938969
ENST00000498454,ENSG00000136295,TTYH3,3.62E-14,5.76E-12,-2.268725315,0.299548253,4.530715382,1.558634487,0.044405867,0.058296183,0.135052445,0.135052445,-3.27307656
ENST00000433878,ENSG00000163820,FYCO1,1.56E-05,0.000563305,-2.266823374,0.524719401,5.660162471,1.686237461,0.511666736,-0.257219101,0.038994163,0.038994163,-3.270332641
ENST00000252486,ENSG00000130203,APOE,3.25E-07,1.71E-05,-2.265148484,0.443418516,5.778870635,1.803033581,0.021154915,0.372085045,0.035931509,0.372085045,-3.267916286
ENST00000486333,ENSG00000225932,CTAGE4,0.000396312,0.009517012,-2.255712856,0.636752369,3.381223251,1.641274725,0.241442968,-0.022702619,0.569464191,0.569464191,-3.254303562
ENST00000259407,ENSG00000136881,BAAT,6.09E-10,5.24E-08,-2.255585047,0.364497627,5.95062765,1.681375721,0.03134482,0.234372221,0.032348344,0.234372221,-3.254119172
ENST00000394642,ENSG00000006042,TMEM98,7.56E-61,2.05E-57,-2.251574379,0.136821799,6.265168173,1.48054526,0.005442514,0.031997895,0.027672673,0.031997895,-3.248333005
ENST00000494977,ENSG00000139132,FGD4,2.45E-07,1.32E-05,-2.242589357,0.434505037,4.817389476,1.760564225,0.038864955,0.338724298,0.093091641,0.338724298,-3.235370368
ENST00000483856,ENSG00000135596,MICAL1,0.000202896,0.00539407,-2.241265617,0.603239429,3.553718541,1.460535168,0.269160754,-0.239626914,0.458634863,0.458634863,-3.233460615
ENST00000564609,ENSG00000069974,RAB27A,0.000847052,0.018196847,-2.22256552,0.666048344,4.233338411,1.518421632,0.691715953,-0.566823213,0.195524841,0.195524841,-3.206482096
ENST00000324198,ENSG00000100077,GRK3,4.69E-42,5.48E-39,-2.221735214,0.163502437,5.6779956,1.435238839,0.014967349,0.014108843,0.038498745,0.038498745,-3.205284219
ENST00000456101,ENSG00000135596,MICAL1,7.54E-16,1.40E-13,-2.21894574,0.275255425,5.514133136,1.437167324,0.107936708,-0.072481563,0.04359439,0.04359439,-3.201259862
ENST00000261187,ENSG00000118596,SLC16A7,5.52E-09,4.06E-07,-2.21567681,0.380007947,4.062133066,1.437736974,0.050864323,-0.00991243,0.237947756,0.237947756,-3.196543796
ENST00000318602,ENSG00000175899,A2M,1.03E-13,1.58E-11,-2.210568818,0.297252011,6.161696254,1.547647727,0.004377379,0.172340136,0.028994434,0.172340136,-3.189174526
ENST00000369111,ENSG00000118298,CA14,4.13E-07,2.12E-05,-2.202412922,0.43503236,4.161576118,1.710326172,0.108811611,0.269694697,0.21268259,0.269694697,-3.177408063
ENST00000569206,ENSG00000126856,PRDM7,5.68E-06,0.000229085,-2.190639485,0.482724279,3.782288838,1.436351705,0.128613084,-0.052503213,0.337432375,0.337432375,-3.160422596
ENST00000373968,ENSG00000165471,MBL2,0.000301698,0.007560647,-2.185777176,0.604835447,3.363625528,1.464232778,0.150282529,-0.034551576,0.581369307,0.581369307,-3.153407771
ENST00000406072,ENSG00000048052,HDAC9,3.16E-06,0.000135596,-2.163906839,0.4643569,5.514165431,1.707501941,0.25528046,0.175974201,0.043593255,0.175974201,-3.121855566
ENST00000358807,ENSG00000135596,MICAL1,8.17E-09,5.87E-07,-2.154681671,0.373762689,6.486952482,1.388479641,0.254033296,-0.181691416,0.025363799,0.025363799,-3.10854647
ENST00000342435,ENSG00000188313,PLSCR1,5.10E-21,1.52E-18,-2.145408027,0.22806382,5.756000861,1.345931408,0.067545921,-0.031551145,0.036480292,0.036480292,-3.095167439
ENST00000286657,ENSG00000156140,ADAMTS3,2.76E-11,3.02E-09,-2.134856794,0.320604663,4.387955391,1.346523046,0.043681803,0.00805724,0.161892896,0.161892896,-3.079945238
ENST00000621712,ENSG00000276559,BAAT,6.85E-12,8.24E-10,-2.128823249,0.310294729,5.412026735,1.443979943,0.145087674,0.028926118,0.047477963,0.047477963,-3.071240678
ENST00000341500,ENSG00000171105,INSR,1.15E-06,5.35E-05,-2.125206943,0.436910745,3.923066495,1.358011729,0.101181055,-0.022335556,0.280600943,0.280600943,-3.066023456
ENST00000377208,ENSG00000152192,POU4F1,5.24E-07,2.64E-05,-2.112994669,0.421144925,3.855937026,1.339459172,0.048765201,0.025688343,0.305960895,0.305960895,-3.04840488
ENST00000259727,ENSG00000137198,GMPR,3.84E-39,3.88E-36,-2.107383642,0.161012905,6.024605711,1.313319071,0.007686221,0.04416409,0.031058321,0.04416409,-3.040309884
ENST00000400758,ENSG00000188191,PRKAR1B,2.20E-18,5.39E-16,-2.104075221,0.240567372,5.190392519,1.364105286,0.026284337,0.089460984,0.059091323,0.089460984,-3.035536845
ENST00000056217,ENSG00000050327,ARHGEF5,1.30E-05,0.000478935,-2.060594584,0.472589517,4.662773617,1.224790496,0.332874378,-0.319302146,0.113807325,0.113807325,-2.972807588
ENST00000401533,ENSG00000157833,GAREM2,1.19E-09,9.81E-08,-2.058638349,0.338535351,4.610978737,1.280273396,0.107475029,-0.026486684,0.121737339,0.121737339,-2.96998534
ENST00000433055,ENSG00000163923,RPL39L,1.67E-09,1.34E-07,-2.055891788,0.341100902,4.691431761,1.353724706,0.123061609,0.047386867,0.109638041,0.109638041,-2.966022891
ENST00000621840,ENSG00000083544,TDRD3,2.69E-07,1.43E-05,-2.052304975,0.398959956,5.775943806,1.236918668,0.282337383,-0.243250841,0.03600071,0.03600071,-2.960848218
ENST00000217169,ENSG00000101197,BIRC7,1.82E-07,1.00E-05,-2.046944645,0.392402885,6.55928106,1.461103578,0.221233003,0.086727045,0.024731283,0.086727045,-2.953114901
ENST00000367196,ENSG00000117984,CTSD,4.52E-27,2.19E-24,-2.038385076,0.189179745,5.568632826,1.220903696,0.029820614,0.009562458,0.041757338,0.041757338,-2.940766063
ENST00000377881,ENSG00000083544,TDRD3,0.001695509,0.032651069,-2.03307331,0.647690905,5.858190716,1.246945185,0.804841882,-0.727868195,0.034165134,0.034165134,-2.933102809
ENST00000579849,ENSG00000006042,TMEM98,6.07E-05,0.001870726,-2.024718449,0.504893208,3.991753888,1.203152051,0.251939404,-0.214756944,0.257894899,0.257894899,-2.921049301
ENST00000534553,ENSG00000167995,BEST1,0.000582639,0.013265705,-2.009832031,0.584326497,3.880359378,1.248056724,0.386506103,-0.276914857,0.296368807,0.296368807,-2.899572754
ENST00000524877,ENSG00000167995,BEST1,9.15E-06,0.00035095,-2.007273997,0.45246862,4.368567706,1.358556792,0.243603558,-0.001670267,0.165852146,0.165852146,-2.895882293
ENST00000313401,ENSG00000176749,CDK5R1,2.20E-17,4.83E-15,-1.989936356,0.234582289,6.928166767,1.225719943,0.00243126,0.107626441,0.022195295,0.107626441,-2.870869381
ENST00000524926,ENSG00000167995,BEST1,3.94E-08,2.48E-06,-1.984105165,0.361170865,5.359681237,1.348382762,0.09764968,0.163239108,0.049741798,0.163239108,-2.862456757
ENST00000521416,ENSG00000043462,LCP2,3.81E-07,1.97E-05,-1.97679426,0.389262812,4.700960979,1.134677121,0.194765408,-0.173547283,0.108285666,0.108285666,-2.851909358
ENST00000378083,ENSG00000069424,KCNAB2,1.01E-06,4.76E-05,-1.962838901,0.40136467,5.443781625,1.121001275,0.275983103,-0.252393799,0.046204094,0.046204094,-2.831776044
ENST00000372164,ENSG00000108219,TSPAN14,9.55E-06,0.000364874,-1.960901007,0.442925932,6.770289281,1.434923729,0.004789444,0.387577319,0.023138002,0.387577319,-2.828980256
ENST00000319332,ENSG00000090530,P3H2,0.001095905,0.022658625,-1.959869059,0.600326279,4.03840799,1.189883377,0.476477858,-0.368642828,0.244305425,0.244305425,-2.827491471
ENST00000342412,ENSG00000101197,BIRC7,7.17E-06,0.000281824,-1.951895141,0.434849651,5.610672294,1.288711197,0.337747736,-0.104216219,0.040440702,0.040440702,-2.815987546
ENST00000274605,ENSG00000145911,N4BP3,0.001006186,0.021099991,-1.948098936,0.592344954,3.3879606,1.10613406,0.136818851,-0.111358936,0.564926238,0.564926238,-2.810510784
ENST00000299267,ENSG00000166206,GABRB3,0.000414303,0.00990647,-1.944575368,0.550746226,4.805750205,1.189822998,0.51214019,-0.384471146,0.09450262,0.09450262,-2.805427353
ENST00000334805,ENSG00000214530,STARD10,2.01E-05,0.000707247,-1.943778717,0.45592644,5.38512469,1.174577463,0.367128886,-0.256213747,0.048608952,0.048608952,-2.80427803
ENST00000252338,ENSG00000130054,FAM155B,0.00192021,0.036087483,-1.941011222,0.625667756,3.217292175,1.174535293,0.10143217,0.013017485,0.681488112,0.681488112,-2.80028538
ENST00000487389,ENSG00000188313,PLSCR1,5.79E-10,5.01E-08,-1.935174482,0.312324436,5.109231142,1.23719417,0.104210655,0.090882452,0.064795369,0.090882452,-2.791864751
ENST00000449131,ENSG00000167995,BEST1,1.63E-11,1.84E-09,-1.932132939,0.286860556,6.329311089,1.20767759,0.014300209,0.150277748,0.026938758,0.150277748,-2.787476734
ENST00000359271,ENSG00000197496,SLC2A10,3.20E-06,0.000137142,-1.93043514,0.414498132,3.920866435,1.226580598,0.0622353,0.12658212,0.281382102,0.281382102,-2.785027331
ENST00000422725,ENSG00000228594,FNDC10,5.49E-05,0.001714701,-1.911482498,0.473871593,3.970167284,1.21247855,0.18442713,0.012209398,0.264681443,0.264681443,-2.757684466
ENST00000474889,ENSG00000144724,PTPRG,3.42E-29,1.91E-26,-1.911174498,0.170402629,6.249500826,1.093374371,0.009677753,0.04839636,0.027861365,0.04839636,-2.757240116
ENST00000569493,ENSG00000069974,RAB27A,2.06E-48,3.40E-45,-1.909257681,0.130581665,6.468675881,1.062656142,0.008571376,0.016105825,0.025531767,0.025531767,-2.754474736
ENST00000466332,ENSG00000188120,DAZ1,1.46E-09,1.18E-07,-1.898783945,0.313899411,4.63708316,1.081225615,0.079389095,-0.019752701,0.117676586,0.117676586,-2.739364338
ENST00000420687,ENSG00000134508,CABLES1,1.69E-45,2.39E-42,-1.889902216,0.133496065,6.5437704,1.039620552,0.010779581,0.011534267,0.024862818,0.024862818,-2.726550721
ENST00000463834,ENSG00000204128,C2orf72,4.57E-05,0.001455315,-1.888915601,0.463331349,4.168785963,1.125716435,0.218435345,-0.094433554,0.210916534,0.210916534,-2.725127338
ENST00000339364,ENSG00000155629,PIK3AP1,0.000156413,0.004300114,-1.884752558,0.498524667,3.70941316,1.063664361,0.124739552,-0.067895198,0.372314135,0.372314135,-2.719121339
ENST00000507288,ENSG00000145555,MYO10,0.001460041,0.028798056,-1.879566194,0.590592239,3.526941115,1.089934896,0.222652124,-0.128651105,0.47494626,0.47494626,-2.711639004
ENST00000579584,ENSG00000176658,MYO1D,7.06E-07,3.45E-05,-1.868431383,0.376725561,5.239792446,1.197522911,0.227822124,0.005609328,0.056022173,0.056022173,-2.695574878
ENST00000329099,ENSG00000183688,RFLNB,8.93E-21,2.61E-18,-1.86838352,0.199869371,6.284878642,1.065869591,0.004839049,0.075056483,0.027440684,0.075056483,-2.695505825
ENST00000372086,ENSG00000070759,TESK2,0.000479025,0.011235273,-1.861864455,0.533146522,5.181238703,1.133887751,0.508797715,-0.341441755,0.059692713,0.059692713,-2.68610081
ENST00000590402,ENSG00000070540,WIPI1,0.00019623,0.005245682,-1.856344401,0.498505232,4.03435015,1.124992993,0.251585539,-0.087765224,0.245429394,0.245429394,-2.67813706
ENST00000562009,ENSG00000260266,PPIAP46,3.62E-21,1.09E-18,-1.856309639,0.196578746,5.094545356,0.992623818,0.011366779,-0.001934151,0.065919627,0.065919627,-2.678086909
ENST00000377399,ENSG00000171621,SPSB1,0.00020519,0.005440119,-1.851271254,0.498653693,4.706896669,1.192869813,0.389859229,-0.140579533,0.107451782,0.107451782,-2.670818061
ENST00000329399,ENSG00000107438,PDLIM1,2.53E-16,5.00E-14,-1.825132313,0.222750178,5.433284311,1.036803946,0.014999493,0.08423579,0.046618301,0.08423579,-2.633107566
ENST00000510784,ENSG00000111913,RIPOR2,3.40E-07,1.78E-05,-1.816800652,0.356258257,4.204918133,1.066345525,0.05163298,0.092181929,0.202206912,0.202206912,-2.621087528
ENST00000497973,ENSG00000117448,AKR1A1,0.001257342,0.025475289,-1.79880365,0.557674786,4.572767966,1.095186618,0.494083383,-0.294930519,0.127918951,0.127918951,-2.59512336
ENST00000334049,ENSG00000141404,GNAL,1.20E-21,3.79E-19,-1.796699321,0.187983718,5.226810596,0.944489346,0.013875433,0.011985987,0.056800324,0.056800324,-2.592087457
ENST00000483725,ENSG00000189367,KIAA0408,1.07E-07,6.11E-06,-1.791701785,0.337087635,4.466591287,1.0252893,0.080651453,0.045454302,0.146604694,0.146604694,-2.584877542
ENST00000222286,ENSG00000105679,GAPDHS,2.08E-22,6.98E-20,-1.782520968,0.18305431,5.442370657,0.965266938,0.011932578,0.055085182,0.046259379,0.055085182,-2.57163243
ENST00000262209,ENSG00000104321,TRPA1,5.79E-25,2.43E-22,-1.781206418,0.172615684,5.964092416,0.957563814,0.011441822,0.048150526,0.032103315,0.048150526,-2.569735937
ENST00000497291,ENSG00000169282,KCNAB1,1.73E-08,1.17E-06,-1.77900244,0.315596073,4.662942621,1.074987134,0.05995259,0.139249173,0.113782285,0.139249173,-2.566556271
ENST00000513421,ENSG00000072201,LNX1,3.54E-05,0.001165636,-1.75714509,0.424887488,4.715757319,1.191638609,0.065123882,0.295934872,0.10621907,0.295934872,-2.535022803
ENST00000389826,ENSG00000163412,EIF4E3,4.46E-08,2.77E-06,-1.75362227,0.32049493,4.915583681,0.943619735,0.123338159,-0.047512157,0.082095841,0.082095841,-2.529940451
ENST00000519505,ENSG00000104413,ESRP1,4.69E-06,0.000193233,-1.753304938,0.382966489,4.737912259,0.960531908,0.190126913,-0.094199088,0.10319975,0.10319975,-2.529482637
ENST00000368801,ENSG00000197915,HRNR,0.000677252,0.015065302,-1.750938951,0.51519022,3.758541886,0.986572216,0.182448569,-0.05337672,0.348393356,0.348393356,-2.526069242
ENST00000295612,ENSG00000163412,EIF4E3,1.39E-13,2.09E-11,-1.745686573,0.235980295,4.933318421,0.937198546,0.031096029,0.046495071,0.08027737,0.08027737,-2.518491668
ENST00000558480,ENSG00000058335,RASGRF1,6.10E-07,3.04E-05,-1.742839948,0.349394525,4.311679521,0.932578239,0.066253028,0.00925789,0.17790004,0.17790004,-2.514384858
ENST00000453654,ENSG00000157680,DGKI,3.25E-10,2.95E-08,-1.736908468,0.276302297,4.68481125,0.992831081,0.022593584,0.130092334,0.110587558,0.130092334,-2.505827548
ENST00000264071,ENSG00000104833,TUBB4A,6.83E-05,0.002066571,-1.734378791,0.435529764,6.128408195,1.184624813,0.056430327,0.322942023,0.029460277,0.322942023,-2.502177998
ENST00000475012,ENSG00000144724,PTPRG,0.000809505,0.017490122,-1.724644419,0.514892392,4.525790014,0.936902635,0.394317569,-0.29273062,0.135910782,0.135910782,-2.488134277
ENST00000290552,ENSG00000159387,IRX6,2.61E-09,2.01E-07,-1.720847555,0.289015957,4.500092882,0.864821371,0.02659337,-0.004740539,0.140467076,0.140467076,-2.482656563
ENST00000526355,ENSG00000152402,GUCY1A2,1.04E-10,1.04E-08,-1.715426072,0.265519767,4.628319159,0.905319135,0.021976185,0.053333936,0.119025309,0.119025309,-2.474835023
ENST00000238738,ENSG00000119729,RHOQ,4.39E-16,8.43E-14,-1.709494695,0.210342356,8.827218851,0.910810158,0.000362384,0.088125429,0.025535455,0.088125429,-2.46627786
ENST00000358577,ENSG00000135596,MICAL1,4.33E-10,3.83E-08,-1.707910519,0.273631535,6.197619625,0.920725625,0.121233689,-0.01937324,0.028514746,0.028514746,-2.463992379
ENST00000389286,ENSG00000166450,PRTG,2.43E-40,2.61E-37,-1.696795063,0.127613966,6.17589613,0.835439432,0.003768608,0.011206233,0.02880204,0.02880204,-2.447956176
ENST00000510738,ENSG00000052126,PLEKHA5,1.69E-08,1.14E-06,-1.690954085,0.299750758,4.571842864,0.967311558,0.051628895,0.123792684,0.128072139,0.128072139,-2.439529432
ENST00000272117,ENSG00000143772,ITPKB,0.000832732,0.017923333,-1.69084049,0.505985277,7.027470888,0.949573523,0.490335274,-0.335480018,0.021706927,0.021706927,-2.43936555
ENST00000399639,ENSG00000143469,SYT14,7.92E-12,9.36E-10,-1.684160504,0.246220793,4.742149254,0.865104936,0.018616865,0.045206692,0.102632493,0.102632493,-2.429728373
ENST00000046794,ENSG00000043462,LCP2,2.88E-06,0.00012422,-1.678121116,0.358625302,4.635666282,0.844466134,0.139330576,-0.092816913,0.117893638,0.117893638,-2.421015384
ENST00000487289,ENSG00000004455,AK2,1.32E-12,1.76E-10,-1.673854091,0.236018235,4.998963267,0.896004332,0.034903266,0.076505948,0.073970373,0.076505948,-2.414859372
ENST00000549336,ENSG00000111424,VDR,5.53E-09,4.06E-07,-1.668788057,0.28621939,6.878370926,0.936109376,0.106148409,0.057694669,0.022470081,0.057694669,-2.407550635
ENST00000471320,ENSG00000151657,KIN,6.02E-06,0.000241938,-1.667985559,0.368561616,4.708045051,1.027771946,0.100673469,0.17100186,0.107291201,0.17100186,-2.406392876
ENST00000471710,ENSG00000083544,TDRD3,7.25E-11,7.36E-09,-1.647845708,0.252912084,4.704027286,0.825941056,0.020074966,0.038391107,0.107854078,0.107854078,-2.377337232
ENST00000261693,ENSG00000073060,SCARB1,1.66E-09,1.33E-07,-1.644717632,0.272827909,7.422394217,0.900487571,0.002721106,0.14614903,0.020499607,0.14614903,-2.372824376
ENST00000343348,ENSG00000092421,SEMA6A,8.22E-11,8.29E-09,-1.638020525,0.252141029,7.169037693,0.875589095,0.003693962,0.123456235,0.021142668,0.123456235,-2.363162499
ENST00000503191,ENSG00000104723,TUSC3,0.000182,0.004898166,-1.632421293,0.436152842,4.123082491,0.903048176,0.158192891,0.007096888,0.222265712,0.222265712,-2.355084519
ENST00000340607,ENSG00000148344,PTGES,4.48E-11,4.68E-09,-1.626888173,0.246974063,4.831879349,0.760700582,0.030624746,-0.025395776,0.09136763,0.09136763,-2.34710192
ENST00000532090,ENSG00000254470,AP5B1,2.62E-17,5.64E-15,-1.623974836,0.191902772,5.167274991,0.782122949,0.013023091,0.020355594,0.060630257,0.060630257,-2.342898866
ENST00000537121,NA,NA,1.08E-11,1.25E-09,-1.604542026,0.236116981,5.566427051,0.83116071,0.011610448,0.099892009,0.041828766,0.099892009,-2.314863266
ENST00000338483,ENSG00000185022,MAFF,0.000292874,0.007355853,-1.600408776,0.441915979,6.325571281,0.859405896,0.363599544,-0.214728749,0.026979921,0.026979921,-2.308900252
ENST00000332995,ENSG00000112137,PHACTR1,1.29E-15,2.34E-13,-1.591938763,0.199098889,5.952624053,0.79203178,0.004562218,0.074718517,0.032311715,0.074718517,-2.296680614
ENST00000354675,ENSG00000131016,AKAP12,0.002033624,0.037799277,-1.588868162,0.514983889,7.199578249,0.755294436,0.509376195,-0.469700033,0.021040617,0.021040617,-2.292250677
ENST00000450735,ENSG00000103942,HOMER2,4.22E-05,0.001356812,-1.587895926,0.3877555,4.570012939,0.809717981,0.172333003,-0.068133182,0.128375652,0.128375652,-2.290848037
ENST00000372158,ENSG00000108219,TSPAN14,1.02E-08,7.22E-07,-1.586716581,0.277048091,5.374959058,0.85091525,0.016736514,0.136774775,0.049053513,0.136774775,-2.289146602
ENST00000513137,ENSG00000092421,SEMA6A,5.63E-12,6.89E-10,-1.585573588,0.230172506,4.884210697,0.794686035,0.02052276,0.068596414,0.085436005,0.085436005,-2.287497613
ENST00000282272,ENSG00000065413,ANKRD44,2.19E-11,2.43E-09,-1.574113326,0.235204697,7.26077944,0.802788646,0.001644259,0.108998241,0.020856628,0.108998241,-2.270963962
ENST00000394745,ENSG00000058335,RASGRF1,4.09E-08,2.56E-06,-1.57057136,0.286246506,4.646226164,0.731961878,0.04758895,-0.015864891,0.116285174,0.116285174,-2.265853989
ENST00000328528,ENSG00000187098,MITF,1.34E-07,7.51E-06,-1.565468958,0.296832552,8.431314361,0.851242983,0.004091931,0.172127197,0.02246831,0.172127197,-2.258492782
ENST00000454170,ENSG00000104413,ESRP1,0.000255222,0.006547242,-1.558215185,0.426095492,4.018237653,0.85095015,0.113113743,0.070316579,0.250000995,0.250000995,-2.248027808
ENST00000256925,ENSG00000134508,CABLES1,1.05E-11,1.21E-09,-1.547087806,0.227512021,6.55916394,0.772585999,0.005774259,0.09774918,0.024732268,0.09774918,-2.231974404
ENST00000410113,ENSG00000115363,EVA1A,9.56E-12,1.11E-09,-1.527169734,0.224156688,5.988393434,0.727672061,0.0688196,0.002715339,0.031672842,0.031672842,-2.20323872
